,DOC_ID,LABEL,RATING,VERIFIED_PURCHASE,PRODUCT_CATEGORY,PRODUCT_ID,PRODUCT_TITLE,REVIEW_TITLE,REVIEW_TEXT
17589,17590,__label2__,5,Y,Electronics,B00DIFIP06,AmazonBasics Ultra-Thin Amplified Indoor HDTV Antenna - 50 Mile Range,Awesome antenna..,"Simple plug and play. Mounted to the window. Nothing else is needed. Do need a tv with built in hd tuner. Almost all modern flat screen tv's have them already. Found 70 channels instantly (all in hd) with perfect quality. Located in houston, tx."
17630,17631,__label2__,5,Y,Electronics,B00176T9OY,"Midland WR120/WR120EZ NOAA Weather Alert All Hazard Public Alert Certified Radio with SAME, Trilingual Display and Alarm Clock - Box Packaging",Works as advertised could save your life .,"If you live in tornado or hurricane areas this is the radio, set up is simple, sound is of good quality , and the signal pick up is flawless."
17705,17706,__label2__,3,Y,Electronics,B00153U1Z0,VideoSecu Under Cabinet Mount for LCD LED TV Monitor Flat Panel Flip Swivel Mount Bracket MLU01B 1KY,It works,"I am not one to write bad reviews, but this one ended up working after I operated on it.  The mounting plate covers the connection areas for my TV, maybe just mine, or my brand but I had to cut and hack to get it to work and the latching mechanism that is supposed to hold it up is weak at best and I keep having to tighten it, I think mine has a weak spring that keeps compressing more and more.  It also sort of hold the TV perpendicular for viewing, but the friction mechanism that is supposed to counteract the weight of the tv when viewing is also weak and it ends up inching itself back about 5 degrees.<br /><br />But for under $15, I feel bad complaining.  That said, you will need a way to cut steel to make this work on some models."
17717,17718,__label2__,4,Y,Electronics,B0063NU3AA,Dayton Audio SUB-1000 10-Inch 100 Watt Powered Subwoofer (Black),Really cool,"This was a complete guess, wow was i surprised, totally pleased  with the slection, just right for my tastes. It works great."
17743,17744,__label2__,5,Y,Electronics,B0002MQGOK,C&E CNE25969 6-Feet 1.8m PCD Basics Fiber Optic Audio Cable,Very functional,As soon as I received the product I tried it (had to give it to my cousin because I didn't realize it wasn't the right one for my home theater) it worked perfectly.
17789,17790,__label2__,5,Y,Electronics,B009AYLDSU,"JBL Micro Wireless Ultra-Portable Speaker, Black",JBL Micro Wireless Speaker,I bought this product after a lot of thought as i felt that $60 price tag was probably a little high. But i was surprised by the sound from such a small speaker - it can be quite loud! The bluetooth works great plus its really portable - you can probably carry it in your pocket. Love it!
17819,17820,__label2__,5,Y,Electronics,B0064S46JS,"GLS Audio 1/4"" Jacks TS and TRS Panel Mount Jack Locking Style D Series Size - 4 Pack",The quality is good and the price is great,I recently purchased several of these to go on a custom pedal board I built for my guitar effects.  I had purchased some metal ones made by another company but y Monster cables didn't fit in them correctly causing signal loss and static.  These did the trick!  It is common knowledge that some 1/4&#34; jacks don't work well with Monster cables.  Monster cable users should feel confident these will work for them.  The quality is good and the price is great!
17870,17871,__label2__,5,Y,Electronics,B00AWRPIWQ,JBL OnBeat Micro Speaker Dock with Lightning Connector (Black) (Discontinued by Manufacturer),"Little unit, big sound",This produces great sound for such a tiny unit. Left it in my bedroom on 50 percent volume and I heard it through the entire house.
17871,17872,__label2__,5,Y,Electronics,B001F7AHOG,Apple MC297LL/A iPod Classic MP3/MP4 Player 160GB Black (7th Generation) (Discontinued by Manufacturer),"Simple, simple, simple.","This is my second classic and I love it.  I have one of the original high capacity iPods that would probably survive being run over by a mac truck.  This one is half the size.  I've dropped my other one (accidentally, of course) and it comes through fine.  Functionality is about the same.  I just want a device that plays music without capability to do a moon shot.  That's this one.  If you want all the other goop, keep looking."
17900,17901,__label2__,5,Y,Electronics,B003QHXZM4,Sangean CL-100 Table-Top Weather Hazard Alert with AM/FM-RBDS Alarm Clock Radio,Remarkably Good Sangean CL-100 Weather Radio,"&#34;SAME&#34; county code entry helps to limit alerts to only those events and localities that could actually pose a hazard, and it actually works very well!  If you've been dissatisfied with the poor performance or unwanted alerts from older, poorer-quality weather radios, you will find this Sangean CL-100 a welcome improvement.  The FM reception is excellent, and the sound quality is surprisingly good for such a small radio; not &#34;room-filling&#34; but still very listenable for music, and clear for voice.  AM reception llacks sensitivity and has noticeable 60 hz hum on much of the band, but in many areas, there is little to listen to on AM.  It's hard to imagine a compact AM/FM/Weather Radio that would be any better."
17912,17913,__label2__,5,Y,Electronics,B002UKSZUU,SPIN-CLEAN - STARTER KIT RECORD WASHER SYSTEM Mk2,Spin Clean system,"This sytem works great!  I did the before and after playing of the vinyl just to see if it made that big of a difference.  Wow!  What a difference in the sound.  Really a great product here!  Glad that I finally forked over for this.  Worth every penny if you like to play vinyl.  Records just shine,  need plastic sleeves to keep protected though."
17928,17929,__label2__,5,Y,Electronics,B00BC571C2,"Compatible Toshiba RPTV Lamp, Replaces Part Number 75007091, 75008204, Y-66, ...",Right on time,Works well...no complaints. This bulb at one time cost $300 so to find it at this price was awesome.
17939,17940,__label2__,5,Y,Electronics,B00HZE2WW8,Yamaha RX-V377 5.1-Channel A/V Home Theater Receiver,good purchase,Good purchase!!! Pretty easy to set up and operate. Works great and performs well. I'm no wizard with home audio but I'm very happy with this equipment
17950,17951,__label2__,4,Y,Electronics,B00NBMI592,Sony MDRAS800AP Active Sports Smartphone Headset (Orange),I wasn't sure how I would like the protrusion in my ear,"I wasn't sure how I would like the protrusion in my ear. But it is actually quite comfortable and stays in without having to adjust it while I am running and snowboarding. I love having the microphone, however it scratches against your clothes and is hard for people to hear you. As an extra bonus, they were waterproof! Great buy."
17956,17957,__label2__,5,Y,Electronics,B007TXVD7K,Directv Sl3 Slimline 4out Ka/ku Slim Line LNB (Sl3),I would recommend this to anyone needing to replace their LNB on ...,Order arrived quickly. Item worked perfectly! I would recommend this to anyone needing to replace their LNB on a SlimLine Dish.
17958,17959,__label2__,2,Y,Electronics,B0036VO81C,"C2G / Cables To Go Audio Unlimited 900MHz Wireless Shower Speaker with Dual Power Transmitter, White (SPK-SHOWER2)",Worked great for a couple months then.....,"My husband likes to listen to his iPod in the shower so this was a great product for him to do just that without blasting out the rest of the family.  However, after a couple months the quality of the sound was poor.  It seems to be in the wire of the dock but good luck trying to figure out how to fix that.  Too bad it is past our return date.  We really liked it while it worked so he is already looking for a different one but would like the dock to be direct instead of a wire."
18011,18012,__label2__,2,Y,Electronics,B00004Y3UX,Monster Cable SS4 Multi-Speaker Selector,Disappointing performance,"I bought this to connect to three speaker pairs and one individual speaker in a small room without damaging my amplifier.<br /><br />There is a button on the front that you press, in addition to the buttons for speaker selection, if you will be listening to multiple pairs simultaneously. When this button is depressed, the sound from the speakers is low and muffled by comparison to how it sounds when the button is not depressed.<br /><br />I am using 12-gauge monster speaker cable.<br /><br />This is a disappointment since I bought this for some really high-quality speakers and they could have been much cheaper with this result."
18035,18036,__label2__,4,Y,Electronics,B00IHT2AUE,EBL Universal Battery Charger for AA AAA C D 9V Ni-MH Ni-CD Rechargeable Batteries with LCD Display and Discharge Functions,Should have known better. Good buy,Works very well for re-chargeables.  Had problems with Alkaline.  They leaked afterwards.  Should have known better.  Good buy.
18054,18055,__label2__,4,Y,Electronics,B00Q541BI0,FitSand Travel Soft Slim Carry Portable Protective Bag Case Cover Pouch Box for Jawbone Mini Jambox Wireless Bluetooth Speaker(Deep Blue),bright and perfect,"exactly what i expected, fitted form, bright colour, and sleek sleeve. my only issue, i wish there was more space for the cords. you can definitely stuff them inside, but a little extra room would have made this perfect."
18055,18056,__label2__,1,Y,Electronics,B007CZNS0U,Dr Dre Solo Studio SoloHD LE Replacement Pro and Detox Edition Cable for Beats Headphones,rip off,Both Of These Cords Stopped Working Within Hours Of Getting Them.  Very disappointedThe Cords Seperated At The Plug site.  junk
18119,18120,__label2__,5,Y,Electronics,B00G6QBCWC,Soul Electronics SE5BLK Elite High Definition Active Noise Canceling Headphones (Black)- (Discontinued by manufacturer),Happy with my choice,I wanted to buy Beats but the price was unrealistic. I am so glad I got these instead. A much better price and equal quality. Love these headphones.
18149,18150,__label2__,4,N,Electronics,B00BN5Z2WM,Winegard FlatWave Amped FL5500A Amplified Digital Indoor HD TV Antenna (OTA / High-VHF / UHF / Ultra-Thin / Black and White - Reversible / USB Power Supply) - 50 Mile Long Range,Get every channel now. Had a loop antenna with ...,"Get every channel now.  Had a loop antenna with no amp before, just getting half the channels.  The FL5500 gets all bars in the signal strength indicator in my TV for most channels now - and I'm 10 miles out from the 'burbs.<br />Got a refurb model for half price at a store.  Would be 5 stars if the low DTV channels (VHF) were as strong as the rest UHF.<br /><br />For those who want a longer cable .  The manual says use your coax wiring to extend or split the signal.  Plug in the amp  with  the power supply that's included.  I went into the USB on the TV for my nearby window mount."
